efo_id,disease_name,us_patients,us_prevalence_per_100k,source,as_of
MONDO_0015735,Severe congenital nemaline myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0015736,Intermediate nemaline myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0015737,Typical nemaline myopathy,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0015738,Childhood-onset nemaline myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0018910,Oculocutaneous albinism,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0015739,Adult-onset nemaline myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0010418,X-linked spastic paraplegia type 34,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017195,Bruck syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012766,Autosomal dominant spastic paraplegia type 37,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012867,Autosomal dominant spastic paraplegia type 38,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015283,Mitochondrial DNA-related cardiomyopathy and hearing loss,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012643,Autosomal recessive spastic paraplegia type 32,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012866,Autosomal recessive spastic paraplegia type 35,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0002457,Treacher-Collins syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0009698,Progressive myoclonic epilepsy type 1,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Finland)",2025
MONDO_0009151,Cleft lip with or without cleft palate,249750,75.0,"Orphanet Prevalence at birth (6-9 / 10 000, United States)",2025
MONDO_0016033,Cornelia de Lange syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0016296,Holoprosencephaly,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
Orphanet_930,Idiopathic achalasia,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0010403,Albinism-deafness syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012650,Cernunnos-XLF deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015741,Distal duplication 18q syndrome,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Worldwide)",2025
MONDO_0015740,Trisomy 18p syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018071,Trisomy 18 syndrome,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
MONDO_0013125,CLAPO syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015694,Malignant melanoma of the mucosa,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, United States)",2025
MONDO_0018068,Trisomy 13 syndrome,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
MONDO_0011664,Immunodeficiency due to CD25 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_169105,Thymoma-hypogammaglobulinemia syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0015695,Combined immunodeficiency due to CRAC channel dysfunction,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0016526,Trisomy 9p syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011132,Severe combined immunodeficiency due to FOXN1 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_169085,Susceptibility to respiratory infections associated with CD8alpha chain mutation,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0014221,Triose phosphate-isomerase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0005567,Malignant peritoneal mesothelioma,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0007417,Darier disease,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0012417,"Heart-hand syndrome, Slovenian type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015452,Coffin-Siris syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015681,Childhood disintegrative disorder,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0015605,Distal deletion 9p syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007215,Composite lymphoma,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
Orphanet_168960,Refractory anemia with excess blasts in transformation,166,0.05,"Orphanet Annual incidence (<1 / 1 000 000, Europe)",2025
MONDO_0019339,"47,XYY syndrome",99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Europe)",2025
MONDO_0015580,Distal monosomy 7q36 syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_1001467,Hypereosinophilic syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0011147,Monosomy 18q syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Worldwide)",2025
MONDO_0007800,Monosomy 18p syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0017196,Osteogenesis imperfecta-retinopathy-seizures-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009803,Congenital osteogenesis imperfecta-microcephaly-cataracts syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0044792,Large/giant congenital melanocytic nevus,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0009958,Adult Refsum disease,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0012163,T-B+ severe combined immunodeficiency due to IL-7Ralpha deficiency,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Worldwide)",2025
Orphanet_370,Glycogen storage disease due to phosphorylase kinase deficiency,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0018307,Neurodegeneration with brain iron accumulation,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0012163,T-B+ severe combined immunodeficiency due to CD45 deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0018116,Galactosemia,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0010683,X-linked centronuclear myopathy,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0008029,Bethlem muscular dystrophy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0010631,Incontinentia pigmenti,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, United States)",2025
MONDO_0013668,Tetrasomy 18p syndrome,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0011101,Neonatal adrenoleukodystrophy,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Italy)",2025
MONDO_0008753,Alkaptonuria,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, United States)",2025
EFO_1001485,Acromegaly,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0007203,Blue rubber bleb nevus,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0015082,Alopecia antibody deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010891,Lethal hemolytic anemia-genital anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010083,Succinic semialdehyde dehydrogenase deficiency,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0012481,Mevalonic aciduria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007943,Nager syndrome,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Finland)",2025
MONDO_0009797,Hereditary orotic aciduria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008708,Acrocallosal syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0010589,Aarskog-Scott syndrome,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Europe)",2025
MONDO_0008061,Nail-patella syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Worldwide)",2025
MONDO_0009475,Isovaleric acidemia,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, United States)",2025
MONDO_0008434,Smith-Magenis syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
MONDO_0009983,Retinitis pigmentosa-intellectual disability-deafness-hypogonadism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019525,Tetrasomy X syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_168615,Hereditary persistence of alpha-fetoprotein,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_168612,Congenital deficiency in alpha-fetoprotein,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015434,Ring chromosome 18 syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007340,Cleidocranial dysplasia,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0012307,"Familial scaphocephaly syndrome, McGillivray type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008850,Cooper-Jabs syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
Orphanet_200,Isolated corpus callosum agenesis,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0011497,Hereditary North American Indian childhood cirrhosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008922,Congenital cataract-hypertrophic cardiomyopathy-mitochondrial myopathy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012143,Hereditary cryohydrocytosis with reduced stomatin,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012124,Sudden infant death-dysgenesis of the testes syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015367,Charlie M syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0000193,Hyperandrogenism due to cortisone reductase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008966,Cholestasis-lymphedema syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009607,Methionine adenosyltransferase I/III deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012446,Seborrhea-like dermatitis with psoriasiform elements,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011211,Axial spondylometaphyseal dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011856,Spondylometaphyseal dysplasia-bowed forearms-facial dysmorphism syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012185,"Spondylometaphyseal dysplasia, A4 type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0013400,"46,XY difference of sex development-adrenal insufficiency due to CYP11A1 deficiency",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011766,"46,XY gonadal dysgenesis-motor and sensory neuropathy syndrome",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015253,Diamond-Blackfan anemia,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, United States)",2025
MONDO_0012512,Fatal mitochondrial disease due to combined oxidative phosphorylation defect type 3,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011273,H syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009722,Native American myopathy,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008876,Bloom syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008814,Argininemia,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, United States)",2025
MONDO_0008469,Spondyloepimetaphyseal dysplasia-hypotrichosis syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008795,Aniridia-cerebellar ataxia-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011124,Spondyloepimetaphyseal dysplasia-abnormal dentition syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012495,"Spondyloepimetaphyseal dysplasia, Geneviève type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0008823,Neurogenic arthrogryposis multiplex congenita,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0010738,"Spondylometaphyseal dysplasia, Golden type",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009903,Postaxial acrofacial dysostosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009302,XY type gonadal dysgenesis-associated anomalies syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015780,Dyskeratosis congenita,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Europe)",2025
MONDO_0009131,Familial dysautonomia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0009124,Dubowitz syndrome,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Europe)",2025
MONDO_0009130,Dyggve-Melchior-Clausen disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015667,Unclassified acute myeloid leukemia,1665,0.5,"Orphanet Annual incidence (1-9 / 1 000 000, Europe)",2025
Orphanet_167635,Scleromyxedema,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0019169,Pyruvate dehydrogenase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
EFO_0007193,Carbamoyl-phosphate synthetase 1 deficiency,166,0.05,"Orphanet Prevalence at birth (<1 / 1 000 000, United States)",2025
MONDO_0008815,Argininosuccinic aciduria,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, United States)",2025
EFO_1000890,Isolated Dandy-Walker malformation,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
Orphanet_1556,Cutis marmorata telangiectatica congenita,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007401,Craniosynostosis-Dandy-Walker malformation-hydrocephalus syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0000902,Corpus callosum agenesis-neuronopathy syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0016385,Hypogonadism-mitral valve prolapse-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0004933,Hypoplastic left heart syndrome,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
MONDO_0009275,Neonatal hemochromatosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009569,Cutaneous mastocytosis-deafness-microtia syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007216,Congenital diaphragmatic hernia,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, United States)",2025
MONDO_0016349,Congenital hydrocephalus,249750,75.0,"Orphanet Prevalence at birth (6-9 / 10 000, United States)",2025
MONDO_0009324,Hartnup disease,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0007700,Hawkinsinuria,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009737,Galactosialidosis,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Sweden)",2025
Orphanet_2053,Freeman-Sheldon syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0012791,"Mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria",166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
EFO_0007244,Ebstein malformation of the tricuspid valve,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0016812,Dopa-responsive dystonia,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
Orphanet_1915,Fetal alcohol syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0015998,Isolated ectopia lentis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0015988,Multicystic dysplastic kidney,99900,30.0,"Orphanet Prevalence at birth (1-5 / 10 000, Worldwide)",2025
Orphanet_660,Omphalocele,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, United States)",2025
MONDO_0013082,Neuroblastoma,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0007986,Metatropic dysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0017042,Thanatophoric dysplasia,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0011266,Proximal myotonic myopathy,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0010134,Pendred syndrome,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, Europe)",2025
MONDO_0009394,Juvenile Paget disease,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0011146,Pallister-Killian syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, Europe)",2025
MONDO_0009818,Osteopetrosis with renal tubular acidosis,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009785,Opsismodysplasia,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009919,Peroxisomal acyl-CoA oxidase deficiency,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0007032,Prune belly syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0008318,Proteus syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Europe)",2025
MONDO_0008259,Familial spontaneous pneumothorax,99900,30.0,"Orphanet Point prevalence (1-5 / 10 000, Finland)",2025
MONDO_0017362,Neuralgic amyotrophy,16650,5.0,"Orphanet Annual incidence (1-9 / 100 000, United States)",2025
MONDO_0009869,Isolated Pierre Robin sequence,16650,5.0,"Orphanet Point prevalence (1-9 / 100 000, United States)",2025
EFO_0007218,Congenital rubella syndrome,1665,0.5,"Orphanet Prevalence at birth (1-9 / 1 000 000, Worldwide)",2025
MONDO_0009026,Costello syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009940,Pycnodysostosis,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, Worldwide)",2025
MONDO_0010824,Difference of sex development-intellectual disability syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0014097,Congenital short bowel syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0009249,Hereditary fructose intolerance,1665,0.5,"Orphanet Point prevalence (1-9 / 1 000 000, United States)",2025
MONDO_0007838,Jacobsen syndrome,16650,5.0,"Orphanet Prevalence at birth (1-9 / 100 000, United States)",2025
MONDO_0009480,Joubert syndrome with oculorenal defect,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
MONDO_0016395,Foveal hypoplasia-presenile cataract syndrome,166,0.05,"Orphanet Point prevalence (<1 / 1 000 000, Worldwide)",2025
